,i_desc_Atom_Count,i_desc_Atoms_in_Ring_System,i_desc_Chirality_count,i_desc_Ring_Count_5,i_desc_Ring_bridge_count,i_desc_Sum_of_topological_distances_between_F..F,i_desc_Sum_of_topological_distances_between_N..F,i_desc_Sum_of_topological_distances_between_N..N,i_desc_Sum_of_topological_distances_between_O..O,i_desc_Sum_of_topological_distances_between_S..S,r_desc_ALOGP1,r_desc_ALOGP2,r_desc_ALOGP4,r_desc_ALOGP5,r_desc_ALOGP6,r_desc_ALOGP7,r_desc_ALOGP9,r_desc_Average_valence_connectivity_index_chi-0,r_desc_MR1,r_desc_Mean_topological_charge_index_of_order_10,r_desc_Mean_topological_charge_index_of_order_2,r_desc_Mean_topological_charge_index_of_order_3,r_desc_Mean_topological_charge_index_of_order_4,r_desc_Mean_topological_charge_index_of_order_5,r_desc_Mean_topological_charge_index_of_order_6,r_desc_Mean_topological_charge_index_of_order_7,r_desc_Mean_topological_charge_index_of_order_8,r_desc_Mean_topological_charge_index_of_order_9,r_desc_Normalized_number_of_ring_systems,r_desc_PEOE1,r_desc_PEOE10,r_desc_PEOE11,r_desc_PEOE12,r_desc_PEOE6,r_desc_PEOE7,r_desc_PEOE9,r_desc_Petitjean_2D_shape,r_desc_path/walk_2_-_Randic_shape_index,r_desc_path/walk_5_-_Randic_shape_index
0,0.00933493418768172,0.016433083567723217,0.0,0.02421964492195561,0.023506356528566696,0.0,0.016497886003966674,0.011686279711889735,0.0,0.0,0.009445846534445024,0.015524256075175463,0.0,0.03860352199957076,0.0,0.0143936698793366,0.011325708894044384,0.008461180863406748,0.004804260956648737,0.025472521446327608,0.014518791602197378,0.0022855681070314553,0.0026013119546002827,0.0030256249861154443,0.010249311859354182,0.012688260680447705,0.01966545082750504,0.0,0.041965356809721965,0.019617358593522986,0.0,0.0,0.011345276345504474,0.04436082001509278,0.03128166454005085,0.012622929523663395,0.0,0.0023964559177863665,0.0
1,0.012741574365973507,0.016355014302941395,0.050455834836203584,0.0013780269752646235,0.016707031626723157,0.02094618539543791,0.017709172071986856,0.014722761689195563,0.007047743041252053,0.0,0.01898069615397091,0.024234432986788512,0.0,0.010709630397969431,0.0,0.002793699962290647,0.016813658500229284,0.007840085100854433,0.0,0.011755707662877368,0.03008290333186037,0.010225277192674131,0.0119230444225763,0.0,0.009355983953092591,0.002255292731046327,0.01142374559108997,0.0,0.018287355361285892,0.02327523756432653,0.001767142088083262,0.0,0.01984574622839957,0.01979266865431234,0.009831947050183755,0.009307120774031756,0.01562533028290017,0.014143283037511112,0.0
2,0.021751735329578303,0.021672281675476524,0.0,0.014771441268291803,0.014900095553026516,0.003864603496650743,0.015864803762035858,0.0,0.0,0.004570469247087733,0.02113816858462633,0.008931210765602632,0.0023490157867762647,0.0,0.0011758277931093741,0.008260603912704445,0.0,0.000702884045904989,0.0,0.033836307645766665,0.020080842273339342,0.02070031908450487,0.014953453699534632,0.01860124090797685,0.0038826553364748047,0.003187321453917313,0.0,0.011721259099502751,0.041677534557603764,0.008862071581301811,0.0,0.00937107233750667,0.023297104258881318,0.02221428512820633,0.014294677640997816,0.012986359351001677,0.012946183590600957,0.025273175694994737,0.020494328470349377
3,0.01069393039574018,0.016821142725181204,0.0321325512027556,0.0070080369945846885,0.016518771669402854,0.0037136530715066725,0.005780859647391057,0.012059039594317644,0.008915086359424007,0.0015229322900127686,0.018923223343400908,0.03201280296282133,0.0,0.016002076653674147,0.008371873399628471,0.009862788399560785,0.0,0.015514221879821656,0.0,0.014044417454930735,0.03776890744783956,0.0075459708100864,0.001137278713305656,0.0099517656809551,0.002845802256034896,0.011423294055425942,0.019217426454667896,0.007551550671774988,0.027846650040479204,0.02829904367134517,0.005314318089916642,0.007682955546931019,0.015320671995695341,0.0282067762613068,0.0,0.0037019183091323016,0.0042096661486444595,0.010411929135637156,0.0
4,-0.018796004962351343,-0.01961910291033916,-0.009435365578590982,0.0,0.0,-0.01921807353314181,-0.0136900933867313,-0.010131412346127022,0.0,-0.005237965285173146,-0.00643069905610294,-0.0165053991321763,-0.008521548490859288,-0.04073182540691378,0.0,0.0,-0.0016367370234636194,-0.015879555523182487,0.0,0.0,-0.032081764875786595,-0.012311449499866844,-0.009901599615770529,-0.040501047477690094,-0.0010651656825343137,-0.006104190858386593,-0.0022194482070575228,-0.0558347599324619,-0.026548198071017576,-0.00912515399706504,-0.003758300677298987,0.0,-0.016309599187694927,-0.029851518174937138,-0.012293592117009644,-0.040607255425117006,-0.011305229695739494,-0.018822015661085656,-0.027192594874993592
5,0.008616316663609902,0.0,0.040782580780232065,0.008799565064124049,0.0,0.003251817466195045,0.01099119642900198,0.02549995859573836,0.016791632239505142,0.0,0.018360720623654486,0.0367148139485618,0.030860712195956205,0.011789565851426764,0.00546008328373801,0.01635143450259119,0.0,0.005857606777037783,0.005652401506187121,0.01466978658592344,0.004416786201806243,0.015630052430976427,0.011206198495249842,0.035625928328200385,0.0,0.0,0.0,0.008248713983127348,0.0011969858487074214,0.022465545088145827,0.014124711487593256,0.0016295031441834473,0.005803302886961514,0.021906833894899447,0.0032781109486541282,0.02133920350671009,0.0,0.01852461134297656,0.01248665323165793
6,0.010677972459201908,0.005729808975802221,0.0,0.017404906537009213,0.022576726163159144,0.0,0.009613143032401877,0.01397247899214818,0.00840895599776939,0.0,0.002439205276714373,0.004758746637511052,0.004313186669356872,0.07413667158998466,0.0027700940722811818,0.012655486709986756,0.0,0.017083005528816864,0.0,0.011859644492879129,0.0112609612218329,0.0,0.014427689392973788,0.0,0.010497642368384935,0.0,0.03471474810392822,0.02945521231500184,0.03844013813308167,0.010312182140541831,0.0082239096779545,0.0,0.0,0.01685660679012202,0.02496432554627198,0.011702538113138957,0.00985262910891041,0.014600853482187509,0.004623863803979833
7,0.018387690648511174,0.02105914668619041,0.008667710560401165,0.02114155066403245,0.014441983404826162,0.003339631539662602,0.02409782057642457,0.010028057510002464,0.01592787252845479,0.006066450993297889,0.017532829272636025,0.003600845259763674,0.0,0.0037440544396099844,0.011924140298242292,0.008817747801748209,0.0,0.009522373777681364,0.0,0.018325685880631104,0.03886597836924988,0.018140864526055067,0.03735213025988773,0.0,0.005894110535961061,0.02659088492202161,0.028546248317589562,0.030151081929985838,0.015990317587319947,0.016250461839264933,0.0,0.007712943036622898,0.002913534552028252,0.0,0.0037173249239843826,0.0020624482308921888,0.0075194124603535925,0.0,0.0
8,-0.0014724142573426249,-0.028332586238330407,-0.013297495090672795,-0.007799356010296966,-0.04687476246071815,-0.013207152002380871,-0.01734076453326483,-0.014852168718781587,0.0,0.01276694569221748,-0.04868508125432214,-0.004630980673313689,0.0,-0.02011648770672769,-0.003356041931920017,-0.02230763386517381,-0.016755946835660174,0.0,0.0189204814821094,-0.0026747064588178997,-0.0030226370753054788,-0.019167859913584717,-0.0064837190814176215,-0.020993452336530768,-0.010249195743981393,-0.02013903779180326,-0.023369931134476832,-0.002872829321408588,-0.04182486493246307,-0.016338711396266747,-0.026015548158834945,-0.026240609216024724,0.0,0.0,-0.032633483271158725,-0.009296102880711421,-0.016491876605371075,-0.020758925950459167,-0.01575173099347149
9,-0.021467182411205543,-0.024490905261125517,-0.02724271798863848,-0.005298483491307571,0.0,-0.021796913419310948,-0.004484236731008007,-0.008149961686676643,0.0,0.0,-0.0607743228784785,-0.0016005790408694653,-0.005130939228098985,-0.009714617998524022,-0.015063541500238059,-0.0038003653825877943,0.0,-0.01999095465468026,0.0,-0.021138968095421932,-0.006513382108399024,0.0,-0.017376066369279908,-0.004766173307610422,-0.0052230714970735725,-0.010215047628891027,-0.035864311147071885,-0.056952621139797925,-0.05047326999528273,0.0,-0.01322733213888655,-0.031351365300408614,-0.016022110936959932,-0.0051939884105605405,0.0,0.0,0.0,-0.01364450472701728,-0.024698732191255623
10,0.01872360744568674,0.02159011747801837,0.0,0.01956335949761301,0.023160410805088544,0.0,0.012742728435402528,0.010897941510791764,0.01039661371720993,0.005648253366524747,0.009135694537336423,0.006403627853817706,0.001859866505744656,0.047036963940446534,0.006373527646862609,0.0,0.00350271950108802,0.0044855340599593285,0.0,0.014909747943050028,0.006050607967920063,0.01322979033682964,0.0027005731853841364,0.02351975714198079,0.010515993888422948,0.0007883585386849468,0.0050541213066093715,0.023230239286630427,0.048539473283975336,0.0,0.016044053732709368,0.019630530721495287,0.0,0.01892607633984561,0.0,0.006132777956476654,0.004222158187396324,0.03267182861818665,0.010646278596144865
11,0.0,0.013118862262847893,-0.016972443606885546,0.0,0.0,-0.008919438880336361,-0.0040610024839265735,-0.01425682962524927,-0.009019996540351294,-0.003284028457679722,0.0,-0.005834374581374258,-0.010006879524550094,-0.04072432463268338,-0.02332317048626431,-0.006349474733281625,-0.010296660743812192,-0.01081415078383613,-0.001874128946130399,-0.022295365879980437,-0.019985373220790137,-0.0430654881274099,-0.018980019457149225,-0.022920083968241637,-0.007214345959603977,-0.019508684712479185,-0.008457334406336836,-0.03338020607032949,0.0,-0.028836805171029486,-0.01430817670731224,0.0,-0.011918289827229978,-0.031701730758538334,-0.01980723856389205,-0.03066631030320222,-0.008274842390355308,-0.025524141080065454,-0.022204188299207672
12,-0.030777965438436194,-0.044448051890138895,-0.018288993866780123,-0.009631978181025652,0.0,0.0,-0.012422253871351652,0.0,-0.019176958380865028,0.0,-0.04180203638476152,-0.005779953309594632,-0.0007615284405017853,-0.025578872115394117,-0.013763778510274494,0.0,-0.011057350768897687,-0.011018161850908979,-0.0004808706225623849,-0.023237893590087818,-0.013240554310724628,-0.000363803202357238,-0.025947469274051255,-0.023141279327412945,-0.006818601774482014,-0.015323113412370304,-0.015789115056390083,-0.029120451060920594,-0.03147822819610485,-0.024482176802330058,-0.013634948097579593,-0.007508221999994014,-0.014612423468592596,0.0,-0.014452280817535081,-0.008112155813742195,0.0,-0.02157297800598673,-0.007842218824511527
